t # 0
v 5 47
v 6 1588
v 7 679
v 8 3
v 9 11
v 10 161
v 11 1017
v 12 3243
v 13 386
v 14 186
v 15 1
v 16 52
v 17 619
v 18 3195
v 19 2735
v 20 7
v 21 21
v 22 3791
v 23 3792
v 24 3793
v 25 331
v 26 996
v 27 1430
v 28 681
v 29 158
v 30 23
v 31 35
v 32 43
v 33 769
v 34 3794
v 35 3795
v 36 3796
v 37 3659
v 38 3797
v 39 2433
v 40 3798
v 41 1238
v 42 3799
v 43 3800
v 44 755
v 45 2410
v 46 1028
v 47 688
v 48 44
v 49 2459
v 50 139
v 51 625
v 52 831
v 53 48
v 54 378
v 55 1517
v 56 183
v 57 135
v 58 3194
v 59 1582
v 60 376
v 61 145
v 62 984
v 63 6
v 64 266
v 65 29
v 66 3032
v 67 257
v 68 3236
v 69 476
v 70 1714
v 71 320
v 72 3801
v 73 870
v 74 61
v 75 877
v 76 485
v 77 1339
v 78 176
v 79 106
v 80 705
v 81 597
v 82 606
v 83 73
v 84 1033
v 85 275
v 86 291
v 87 282
v 88 1013
v 89 2957
v 90 294
v 91 483
v 92 309
v 93 920
v 94 180
v 95 407
v 96 3802
v 97 2268
v 98 3126
v 99 748
v 100 65
v 101 98
v 102 142
v 103 141
v 104 677
v 105 3803
v 106 243
v 107 3007
v 108 3197
v 109 1040
v 110 108
v 111 3804
v 112 69
v 113 82
v 114 93
v 115 86
v 116 434
v 117 91
v 118 1961
v 119 1223
v 120 412
v 121 83
v 122 2171
v 123 174
v 124 720
v 125 244
v 126 1016
v 127 208
v 128 2339
v 129 2732
v 130 3011
v 131 1276
v 132 486
v 133 458
v 134 1522
v 135 416
v 136 3805
v 137 149
v 138 605
v 139 94
v 140 5
v 141 120
v 142 1391
v 143 112
v 144 3806
v 145 1371
v 146 2748
v 147 3807
v 148 890
v 149 2942
v 150 289
v 151 921
v 152 3033
v 153 166
v 154 535
v 155 745
v 156 74
v 157 197
v 158 105
v 159 826
v 160 1259
v 161 734
v 162 581
v 163 2407
v 164 819
v 165 58
v 166 627
v 167 3808
v 168 1042
v 169 439
v 170 536
v 171 276
v 172 744
v 173 729
v 174 2274
v 175 662
v 176 673
v 177 144
v 178 89
v 179 397
v 180 221
v 181 552
v 182 3809
v 183 1527
v 184 222
v 185 3709
v 186 3810
v 187 2328
v 188 633
v 189 2029
v 190 1682
v 191 1895
v 192 230
v 193 1907
v 194 3811
v 195 113
v 196 3812
v 197 828
v 198 573
v 199 842
v 200 121
v 201 1460
v 202 2457
v 203 3813
e 0 1 16869
e 0 2 16870
e 0 3 16871
e 0 4 16872
e 0 5 10043
e 0 6 16873
e 1 7 3768
e 1 8 3543
e 1 9 16874
e 7 10 2575
e 7 11 14854
e 12 2 16875
e 13 14 16876
e 13 0 16877
e 13 15 4889
e 13 16 4890
e 3 17 16878
e 4 1 16879
e 4 18 16880
e 4 5 16881
e 4 19 16882
e 8 20 22
e 20 21 27
e 20 22 16883
e 20 23 16884
e 20 24 16885
e 20 25 613
e 20 26 2469
e 20 27 3951
e 20 28 1546
e 20 29 3947
e 20 30 29
e 20 31 41
e 20 32 49
e 20 33 1757
e 20 34 16886
e 20 35 16887
e 20 36 16888
e 20 37 15787
e 20 38 16889
e 20 39 8465
e 20 40 16890
e 20 41 16891
e 20 42 16892
e 20 43 16893
e 20 44 16894
e 20 45 16895
e 17 1 16896
e 18 46 16897
e 18 47 16898
e 47 7 16899
e 48 15 56
e 48 49 16900
e 48 5 52
e 48 50 2337
e 48 51 16901
e 48 52 1937
e 48 53 53
e 48 54 10820
e 48 55 16902
e 48 56 16903
e 48 57 16904
e 48 58 16905
e 48 59 16906
e 48 60 16907
e 15 20 8
e 15 61 4836
e 15 61 4331
e 15 62 16908
e 15 63 7
e 15 9 5109
e 15 64 3057
e 49 1 16909
e 49 65 16910
e 66 15 13210
e 66 5 15033
e 5 20 115
e 5 67 16911
e 5 7 9819
e 5 8 7854
e 5 68 16912
e 5 69 9500
e 70 5 16291
e 70 5 16552
e 71 5 1430
e 71 7 9888
e 71 15 592
e 71 72 16913
e 73 5 16914
e 73 74 6466
e 73 15 13610
e 9 75 2800
e 56 49 16915
e 56 76 16916
e 56 77 11017
e 56 77 16917
e 56 78 16918
e 56 79 16919
e 56 79 16920
e 56 57 12978
e 76 80 16921
e 80 19 16922
e 80 15 8414
e 80 7 3802
e 80 81 16923
e 80 82 16924
e 19 11 16925
e 83 19 16926
e 83 47 2561
e 83 84 9963
e 83 85 14814
e 79 76 16927
e 79 86 519
e 79 9 158
e 79 53 4727
e 79 87 9454
e 79 47 16928
e 79 78 16929
e 79 88 16930
e 79 89 14917
e 79 89 16931
e 79 90 525
e 79 91 14926
e 79 15 524
e 79 92 16932
e 55 5 16933
e 55 93 16934
e 55 94 16935
e 55 15 4263
e 55 95 16936
e 55 14 16937
e 55 54 16938
e 93 1 16939
e 93 96 16940
e 97 5 16941
e 96 1 16942
e 96 98 16943
e 98 1 16944
e 99 95 1725
e 99 89 16945
e 99 15 2600
e 95 53 3259
e 95 47 16946
e 95 100 5063
e 95 101 746
e 95 8 16947
e 95 102 3072
e 53 5 687
e 53 5 688
e 53 5 689
e 53 48 11227
e 53 55 16948
e 53 103 9857
e 53 104 9858
e 53 105 16949
e 53 54 16950
e 53 106 10895
e 53 91 16951
e 53 107 16952
e 53 108 16953
e 53 85 16954
e 53 109 16955
e 53 110 16956
e 53 71 16957
e 53 111 16958
e 100 112 85
e 100 113 433
e 113 114 6658
e 113 115 111
e 113 116 1718
e 113 117 440
e 50 5 4038
e 50 118 16959
e 118 5 16960
e 118 119 16961
e 118 120 16962
e 120 121 820
e 122 48 16963
e 123 15 264
e 101 20 313
e 102 124 16964
e 102 112 2761
e 102 113 6979
e 124 125 3177
e 125 126 2497
e 127 84 8348
e 127 53 7893
e 127 15 342
e 127 128 16965
e 84 69 16966
e 104 129 9936
e 130 53 16967
e 130 71 16968
e 130 131 16969
e 11 46 2671
e 11 132 16970
e 11 47 16971
e 75 133 16972
e 51 134 16973
e 51 102 16974
e 134 135 16975
e 134 15 4586
e 105 15 16976
e 105 14 16977
e 54 136 16978
e 54 137 16979
e 54 138 16980
e 63 139 16981
e 63 140 140
e 136 15 16982
e 141 15 169
e 141 15 467
e 141 142 16983
e 141 142 16984
e 141 63 3149
e 141 143 3472
e 137 144 16985
e 137 15 16986
e 137 145 16987
e 145 146 16988
e 147 15 16989
e 147 82 16990
e 128 86 16991
e 146 144 16992
e 138 53 2262
e 138 148 16993
e 138 149 16994
e 138 74 3183
e 138 135 3889
e 138 91 15231
e 148 106 16995
e 149 53 16996
e 149 150 16997
e 91 131 16998
e 151 106 3376
e 151 71 3381
e 151 78 16999
e 150 84 17000
e 152 5 17001
e 152 153 17002
e 153 133 17003
e 154 5 17004
e 154 155 4417
e 155 156 1910
e 156 20 102
e 157 5 17005
e 157 53 5092
e 157 56 17006
e 157 151 17007
e 158 15 147
e 158 5 148
e 158 159 1913
e 158 160 7981
e 158 45 17008
e 158 161 1679
e 158 162 15847
e 158 163 17009
e 159 71 17010
e 164 5 1883
e 164 19 17011
e 164 94 17012
e 77 47 17013
e 77 87 17014
e 78 165 17015
e 87 47 17016
e 166 151 17017
e 166 9 2276
e 57 167 17018
e 160 168 7982
e 160 160 17019
e 167 11 17020
e 167 84 17021
e 167 169 17022
e 167 170 17023
e 89 171 17024
e 172 15 1700
e 173 52 2106
e 173 53 2107
e 107 135 17025
e 107 167 17026
e 108 135 17027
e 108 174 17028
e 175 176 17029
e 175 177 17030
e 175 15 15239
e 175 7 15238
e 175 178 17031
e 175 82 17032
e 176 15 9199
e 177 179 17033
e 58 5 12762
e 58 85 17034
e 58 180 17035
e 58 135 17036
e 58 53 12763
e 58 181 17037
e 58 182 17038
e 180 5 5442
e 180 183 17039
e 184 85 17040
e 184 185 17041
e 183 5 17042
e 183 186 17043
e 183 135 17044
e 183 91 17045
e 186 64 17046
e 186 187 17047
e 187 64 17048
e 187 188 17049
e 189 15 6497
e 188 64 17050
e 45 20 17051
e 190 53 17052
e 181 135 17053
e 181 78 17054
e 181 138 17055
e 191 183 17056
e 59 5 17057
e 59 142 17058
e 59 4 17059
e 59 192 17060
e 142 5 17061
e 140 193 17062
e 16 0 17063
e 6 53 17064
e 111 194 17065
e 195 6 17066
e 196 111 17067
e 196 197 17068
e 196 198 17069
e 197 61 17070
e 198 5 17071
e 198 91 17072
e 60 15 9124
e 60 199 17073
e 199 15 5259
e 199 200 17074
e 200 15 5387
e 200 79 17075
e 200 201 17076
e 202 178 17077
e 202 203 17078
e 201 80 17079
e 81 15 17080
e 81 15 17081
t # 72
v 0 696
v 1 47
v 2 1485
v 3 7
v 4 2388
v 5 331
v 6 1156
v 7 2616
v 8 3814
v 9 3815
v 10 3816
v 11 1549
v 12 43
v 13 769
v 14 2614
v 15 3817
v 16 3818
v 17 1974
v 18 21
v 19 2830
v 20 2916
v 21 3819
v 22 1378
v 23 35
v 24 255
v 25 44
v 26 816
v 27 831
v 28 3820
v 29 214
v 30 921
v 31 1
v 32 151
v 33 874
v 34 823
v 35 458
v 36 145
v 37 654
v 38 1301
v 39 271
v 40 15
v 41 1738
v 42 194
v 43 261
v 44 2593
v 45 98
v 46 812
v 47 2402
v 48 2382
v 49 562
v 50 61
v 51 48
v 52 1996
v 53 342
v 54 197
v 55 487
v 56 121
v 57 1944
v 58 52
v 59 495
v 60 971
v 61 1436
v 62 227
v 63 1234
v 64 244
v 65 1016
v 66 710
v 67 300
v 68 83
v 69 1184
v 70 1264
v 71 134
v 72 232
v 73 624
v 74 604
v 75 175
v 76 606
v 77 112
v 78 1960
v 79 3821
v 80 1149
v 81 1213
v 82 3822
v 83 195
v 84 855
v 85 1810
v 86 407
v 87 399
v 88 862
v 89 275
v 90 142
v 91 171
v 92 1504
v 93 11
v 94 58
v 95 117
v 96 125
v 97 3404
v 98 2
v 99 895
v 100 2702
v 101 131
v 102 20
v 103 394
v 104 4
v 105 3823
v 106 17
v 107 1494
v 108 1165
v 109 2848
v 110 1660
v 111 1198
v 112 1825
v 113 3824
v 114 1599
v 115 3
v 116 218
v 117 2617
v 118 3825
v 119 221
v 120 3826
v 121 3827
v 122 886
v 123 266
v 124 1498
v 125 1416
v 126 110
v 127 3047
v 128 3828
v 129 183
v 130 541
v 131 3829
v 132 1112
v 133 77
v 134 851
v 135 73
v 136 1203
v 137 178
v 138 685
v 139 1469
v 140 493
v 141 745
v 142 620
v 143 74
v 144 632
v 145 737
v 146 105
v 147 49
v 148 298
v 149 199
v 150 1205
v 151 1491
v 152 2335
v 153 91
v 154 3219
v 155 1337
v 156 481
v 157 3238
v 158 2348
v 159 937
v 160 891
v 161 190
v 162 1095
v 163 68
v 164 243
v 165 1941
v 166 253
v 167 315
v 168 3263
v 169 1507
v 170 1509
v 171 120
v 172 5
v 173 1225
v 174 3830
v 175 3831
v 176 375
v 177 82
v 178 86
v 179 1209
v 180 794
v 181 100
v 182 372
v 183 152
v 184 208
v 185 2336
v 186 196
v 187 975
v 188 3832
v 189 219
v 190 743
v 191 76
v 192 660
v 193 3833
v 194 180
v 195 1276
v 196 783
e 0 1 10714
e 0 2 17082
e 1 3 115
e 2 1 17083
e 2 4 8261
e 3 5 613
e 3 6 3005
e 3 7 17084
e 3 8 17085
e 3 9 17086
e 3 10 17087
e 3 11 4380
e 3 12 49
e 3 13 1757
e 3 14 9267
e 3 15 17088
e 3 16 17089
e 3 17 17090
e 3 18 27
e 3 19 10355
e 3 20 10840
e 3 21 17091
e 3 22 17092
e 3 23 41
e 4 24 17093
e 25 1 52
e 25 26 17094
e 25 27 1937
e 25 28 17095
e 25 29 3432
e 25 30 14980
e 25 31 56
e 25 32 4879
e 26 1 17096
e 26 31 17097
e 26 33 17098
e 26 34 1900
e 31 35 1772
e 31 36 4836
e 31 3 8
e 33 1 17099
e 33 37 17100
e 38 31 3476
e 38 39 17101
e 38 40 11245
e 38 1 3692
e 38 41 17102
e 38 42 17103
e 39 43 17104
e 39 44 17105
e 39 45 584
e 43 46 11608
e 43 45 3193
e 43 1 510
e 47 39 17106
e 47 40 17107
e 47 24 17108
e 47 48 17109
e 46 43 3194
e 45 3 313
e 37 31 5482
e 37 49 17110
e 37 50 17111
e 37 51 17112
e 37 52 17113
e 49 53 17114
e 54 55 17115
e 54 55 17116
e 54 56 12400
e 54 33 17117
e 54 57 14468
e 54 58 309
e 55 3 17118
e 55 59 17119
e 56 31 5387
e 56 60 17120
e 56 61 17121
e 56 62 17122
e 7 24 17123
e 60 31 17124
e 60 7 17125
e 61 63 17126
e 24 31 17127
e 24 31 17128
e 24 1 6750
e 63 64 3258
e 64 65 2497
e 64 66 6579
e 64 67 533
e 64 68 806
e 64 69 3076
e 64 70 7276
e 71 72 17129
e 71 73 17130
e 71 74 17131
e 72 29 17132
e 72 75 559
e 72 76 17133
e 72 77 17134
e 72 78 17135
e 73 79 17136
e 75 31 268
e 75 80 17137
e 75 81 17138
e 80 31 6627
e 80 53 6551
e 80 82 17139
e 80 36 17140
e 81 83 17141
e 81 40 17142
e 81 84 10125
e 48 31 16515
e 48 43 17143
e 48 42 17144
e 48 45 17145
e 85 48 17146
e 85 50 14609
e 79 31 17147
e 86 1 4048
e 86 87 17148
e 86 88 17149
e 86 52 11154
e 86 89 6767
e 86 90 3072
e 86 64 747
e 87 1 3125
e 87 24 17150
e 87 53 17151
e 88 1 16677
e 88 42 17152
e 88 42 17153
e 88 50 11285
e 91 87 17154
e 91 52 17155
e 42 92 4174
e 42 31 4505
e 42 93 17156
e 42 94 17157
e 42 95 15692
e 96 97 17158
e 96 98 17159
e 96 38 17160
e 96 99 17161
e 97 42 17162
e 97 81 17163
e 97 83 17164
e 98 31 17
e 98 80 17165
e 98 100 17166
e 98 101 17167
e 98 52 17168
e 101 1 17169
e 102 31 24
e 102 45 444
e 102 103 17170
e 102 104 5176
e 51 98 96
e 51 105 17171
e 51 106 17172
e 51 107 17173
e 51 108 10423
e 51 108 3021
e 51 109 10424
e 51 110 5127
e 51 111 17174
e 51 31 1849
e 51 31 1850
e 51 112 17175
e 51 113 17176
e 51 114 17177
e 51 115 1140
e 51 115 3990
e 51 115 17178
e 40 24 557
e 40 45 553
e 40 3 130
e 40 55 17179
e 116 51 5071
e 116 117 17180
e 116 118 17181
e 117 24 16066
e 62 31 15898
e 62 96 17182
e 119 31 3104
e 119 98 17183
e 119 1 5442
e 119 120 17184
e 119 121 17185
e 52 53 17186
e 52 1 17187
e 52 122 17188
e 99 31 10501
e 99 123 17189
e 41 124 17190
e 41 100 17191
e 125 123 17192
e 126 52 11233
e 126 127 17193
e 127 52 17194
e 127 128 17195
e 129 86 17196
e 129 130 17197
e 129 126 3711
e 129 57 17198
e 129 131 17199
e 129 132 17200
e 129 51 1099
e 129 32 13239
e 129 133 17201
e 130 53 6631
e 134 130 17202
e 135 134 17203
e 135 136 17204
e 128 51 17205
e 128 42 17206
e 109 106 10481
e 109 53 17207
e 137 58 16589
e 137 31 2080
e 58 54 2728
e 58 138 17208
e 57 51 9692
e 110 122 14750
e 111 122 17209
e 131 88 17210
e 139 31 4082
e 139 53 5116
e 74 31 1246
e 74 140 17211
e 74 141 1907
e 140 29 17212
e 140 142 17213
e 140 77 17214
e 140 72 17215
e 141 143 1910
e 144 31 15865
e 144 145 17216
e 146 31 147
e 146 147 4265
e 147 3 3769
e 147 53 5212
e 143 3 102
e 28 148 17217
e 148 140 17218
e 148 103 17219
e 78 52 17220
e 78 149 17221
e 149 51 6300
e 150 53 17222
e 151 31 17223
e 151 50 14028
e 151 24 14025
e 152 45 17224
e 152 55 17225
e 152 64 12019
e 152 39 17226
e 152 29 8022
e 152 40 17227
e 152 153 17228
e 154 55 17229
e 44 3 9307
e 132 31 4187
e 132 43 17230
e 132 155 17231
e 156 31 928
e 156 108 10570
e 112 43 17232
e 113 31 17233
e 113 136 17234
e 113 157 17235
e 113 158 17236
e 159 112 5582
e 159 160 17237
e 136 53 17238
e 157 31 14052
e 120 1 17239
e 120 109 17240
e 121 1 17241
e 121 24 17242
e 121 161 17243
e 162 161 4044
e 30 4 17244
e 30 163 17245
e 30 1 17246
e 163 164 11432
e 164 165 6017
e 164 166 431
e 167 1 578
e 167 86 12599
e 89 53 17247
e 89 168 17248
e 90 64 1603
e 168 1 17249
e 168 42 17250
e 169 42 17251
e 169 51 17252
e 170 114 17253
e 170 42 7489
e 171 42 17254
e 171 42 17255
e 171 172 173
e 172 173 3233
e 172 174 17256
e 175 40 17257
e 175 24 17258
e 176 40 17259
e 176 108 17260
e 84 177 2014
e 177 68 108
e 177 178 111
e 179 24 6541
e 179 108 3174
e 180 24 17261
e 153 181 138
e 59 64 977
e 59 64 978
e 182 55 17262
e 182 115 3827
e 115 3 22
e 138 183 17263
e 138 39 17264
e 138 39 17265
e 184 183 14687
e 184 48 17266
e 185 48 17267
e 185 90 17268
e 186 95 15937
e 187 42 17269
e 187 90 17270
e 188 39 17271
e 189 39 17272
e 190 138 17273
e 191 29 17274
e 191 192 17275
e 192 193 17276
e 192 116 17277
e 192 194 17278
e 193 4 17279
e 193 51 17280
e 32 51 17281
e 32 195 17282
e 32 24 17283
e 32 115 17284
e 32 196 17285
e 118 24 17286
e 118 31 17287
e 133 4 17288
e 133 172 17289
t # 73
v 0 2092
v 1 3834
v 2 714
v 3 895
v 4 98
v 5 7
v 6 47
v 7 1430
v 8 1432
v 9 1431
v 10 682
v 11 21
v 12 23
v 13 1429
v 14 996
v 15 1424
v 16 1845
v 17 1065
v 18 3370
v 19 3835
v 20 3836
v 21 679
v 22 3837
v 23 3838
v 24 3839
v 25 1974
v 26 3840
v 27 2792
v 28 3539
v 29 3841
v 30 3842
v 31 3843
v 32 35
v 33 3844
v 34 3845
v 35 302
v 36 3846
v 37 3847
v 38 315
v 39 425
v 40 3452
v 41 180
v 42 3848
v 43 688
v 44 244
v 45 48
v 46 142
v 47 2735
v 48 1977
v 49 65
v 50 835
v 51 3
v 52 279
v 53 678
v 54 412
v 55 257
v 56 1184
v 57 300
v 58 1264
v 59 100
v 60 73
v 61 3849
v 62 1033
v 63 243
v 64 2252
v 65 1400
v 66 1057
v 67 3850
v 68 442
v 69 3602
v 70 3851
v 71 253
v 72 1224
v 73 3852
v 74 1348
v 75 1438
v 76 2761
v 77 633
v 78 2669
v 79 3853
v 80 44
v 81 199
v 82 320
v 83 1
v 84 1292
v 85 831
v 86 454
v 87 1281
v 88 3854
v 89 948
v 90 1144
v 91 1326
v 92 113
v 93 308
v 94 727
v 95 704
v 96 1443
v 97 950
v 98 62
v 99 3855
v 100 3856
v 101 720
v 102 83
v 103 3857
v 104 1441
v 105 161
v 106 562
v 107 202
v 108 748
v 109 1170
v 110 3858
v 111 287
v 112 2019
v 113 1578
v 114 17
v 115 1223
v 116 255
v 117 788
v 118 1095
v 119 146
v 120 3268
v 121 169
v 122 744
v 123 893
v 124 500
v 125 2841
v 126 3859
v 127 232
v 128 1896
v 129 1785
v 130 1398
v 131 3860
v 132 581
v 133 88
v 134 489
v 135 2312
v 136 498
v 137 1449
v 138 1370
v 139 886
v 140 397
v 141 2
v 142 1308
v 143 144
v 144 2382
v 145 145
v 146 1894
v 147 2130
v 148 20
v 149 41
v 150 1084
v 151 105
v 152 2106
v 153 1040
v 154 734
v 155 159
v 156 828
v 157 214
v 158 2276
v 159 935
v 160 1284
v 161 322
v 162 962
v 163 134
v 164 52
v 165 106
v 166 3861
v 167 970
v 168 11
v 169 2250
v 170 139
v 171 394
v 172 170
v 173 503
v 174 741
v 175 378
v 176 260
v 177 1889
v 178 3862
v 179 31
v 180 3379
v 181 2274
v 182 2736
v 183 3863
v 184 174
v 185 186
v 186 77
v 187 877
v 188 2349
v 189 325
v 190 218
v 191 102
v 192 729
v 193 110
v 194 2727
v 195 841
v 196 2088
v 197 82
v 198 85
e 0 1 17290
e 0 2 17291
e 3 0 17292
e 3 4 17293
e 4 5 313
e 4 6 649
e 5 7 3951
e 5 8 3953
e 5 9 3952
e 5 9 17294
e 5 9 14890
e 5 9 17295
e 5 10 1547
e 5 11 27
e 5 12 29
e 5 13 3950
e 5 14 2469
e 5 15 3944
e 5 16 5649
e 5 17 17296
e 5 17 2692
e 5 18 17297
e 5 19 17298
e 5 20 17299
e 5 21 9792
e 5 22 17300
e 5 23 17301
e 5 24 17302
e 5 25 17303
e 5 26 17304
e 5 27 10218
e 5 28 14909
e 5 29 17305
e 5 30 17306
e 5 31 17307
e 5 32 41
e 5 33 17308
e 5 34 17309
e 5 35 17310
e 5 36 17311
e 5 37 17312
e 38 6 578
e 38 39 17313
e 38 40 17314
e 38 41 8021
e 6 5 115
e 6 42 17315
e 39 43 2616
e 39 2 4032
e 39 44 1658
e 39 21 1657
e 39 6 3343
e 39 45 4030
e 39 45 8201
e 39 46 6676
e 39 0 17316
e 39 47 17317
e 39 48 17318
e 39 49 17319
e 39 50 17320
e 39 51 4034
e 43 5 2508
e 43 52 3940
e 43 6 1561
e 43 4 1560
e 43 53 17321
e 43 54 14809
e 43 21 16899
e 2 5 1617
e 44 55 814
e 44 56 3943
e 44 57 533
e 44 58 7276
e 44 59 17322
e 60 43 2561
e 60 4 10640
e 61 62 17323
e 61 63 17324
e 61 63 17325
e 62 21 12287
e 62 64 17326
e 62 46 17327
e 63 65 17328
e 63 66 2669
e 63 51 17329
e 63 51 17330
e 63 67 17331
e 63 1 17332
e 63 68 17333
e 63 69 17334
e 63 63 17335
e 63 70 17336
e 63 71 431
e 21 72 17337
e 21 5 1652
e 21 6 9816
e 21 53 17338
e 21 73 17339
e 21 74 17340
e 21 75 17341
e 76 62 17342
e 76 77 17343
e 77 78 17344
e 78 79 17345
e 51 5 22
e 80 6 52
e 80 81 4757
e 80 39 17346
e 80 82 1439
e 80 83 56
e 80 84 17347
e 80 85 1937
e 80 45 53
e 80 86 5757
e 80 87 17348
e 80 88 17349
e 81 21 17350
e 81 51 10313
e 81 39 17351
e 81 0 17352
e 89 21 17353
e 89 90 17354
e 89 63 7667
e 89 39 17355
e 89 71 17356
e 90 63 17357
e 90 63 17358
e 90 91 17359
e 90 92 17360
e 90 93 17361
e 94 43 3991
e 94 95 9870
e 94 6 3993
e 94 96 17362
e 94 45 17363
e 94 49 17364
e 94 97 17365
e 95 98 17366
e 53 99 17367
e 53 100 17368
e 98 43 17369
e 98 54 17370
e 98 45 17371
e 98 101 17372
e 54 102 820
e 45 51 1140
e 45 51 3990
e 45 2 7646
e 45 21 3803
e 45 47 17373
e 45 93 17374
e 45 103 17375
e 45 104 14129
e 45 105 9470
e 45 106 9859
e 45 107 14840
e 45 4 1597
e 45 4 3030
e 45 43 17376
e 45 52 17377
e 101 44 3177
e 46 101 16964
e 108 109 17378
e 108 110 17379
e 108 111 17380
e 109 4 17381
e 109 50 17382
e 110 6 17383
e 110 112 17384
e 50 113 17385
e 50 114 15099
e 115 50 17386
e 115 52 17387
e 115 116 17388
e 115 117 17389
e 115 2 17390
e 115 6 17391
e 118 115 17392
e 112 4 17393
e 112 83 9887
e 112 45 17394
e 112 119 17395
e 112 113 17396
e 83 120 17397
e 83 4 12412
e 83 102 7152
e 83 121 17398
e 83 5 8
e 122 83 1700
e 123 83 17399
e 124 45 8746
e 124 21 15218
e 124 106 10288
e 47 83 17400
e 47 5 17401
e 82 83 592
e 82 21 9888
e 82 43 17402
e 125 126 17403
e 125 4 17404
e 125 4 17405
e 127 125 17406
e 127 75 17407
e 127 128 17408
e 127 129 17409
e 127 40 17410
e 127 130 17411
e 75 73 17412
e 75 131 17413
e 75 132 17414
e 75 114 17415
e 75 133 17416
e 73 62 17417
e 73 134 17418
e 135 91 17419
e 135 4 17420
e 135 136 17421
e 135 128 17422
e 91 137 17423
e 91 75 17424
e 128 75 17425
e 92 138 17426
e 92 139 17427
e 114 140 13009
e 141 75 17428
e 129 142 17429
e 142 83 4538
e 142 143 7771
e 144 143 8283
e 106 114 10290
e 106 145 9688
e 93 5 17430
e 146 93 17431
e 147 103 17432
e 148 103 17433
e 148 47 17434
e 40 149 17435
e 130 43 17436
e 130 45 17437
e 130 150 17438
e 150 43 17439
e 84 63 17440
e 84 63 17441
e 151 83 147
e 151 152 14963
e 151 153 2587
e 151 6 148
e 151 154 1679
e 152 5 6983
e 155 84 17442
e 156 89 17443
e 156 157 17444
e 158 156 17445
e 158 159 17446
e 107 6 2017
e 107 160 17447
e 161 106 17448
e 160 162 17449
e 163 164 195
e 163 80 3235
e 164 165 16246
e 165 166 17450
e 165 167 11755
e 165 168 158
e 165 119 16105
e 165 169 9092
e 165 39 17451
e 165 39 17452
e 165 39 17453
e 166 21 17454
e 170 171 17455
e 170 172 257
e 172 171 17456
e 172 21 17457
e 173 170 17458
e 174 83 4801
e 174 175 17459
e 175 119 17460
e 119 45 17461
e 119 108 17462
e 111 45 17463
e 111 176 17464
e 176 177 10830
e 86 178 17465
e 86 179 17466
e 178 180 17467
e 178 159 17468
e 178 2 17469
e 178 181 17470
e 179 182 17471
e 179 183 17472
e 179 4 17473
e 180 6 17474
e 180 4 17475
e 87 115 12579
e 87 63 12580
e 87 101 17476
e 184 83 264
e 184 185 17477
e 116 52 17478
e 186 87 17479
e 49 187 17480
e 49 94 17481
e 188 39 17482
e 189 50 17483
e 88 190 17484
e 88 6 17485
e 190 6 2132
e 190 138 17486
e 191 138 17487
e 191 39 17488
e 191 39 17489
e 192 83 7995
e 192 115 17490
e 193 115 17491
e 193 194 17492
e 195 6 17493
e 195 196 17494
e 195 44 17495
e 195 49 17496
e 196 6 17497
e 196 94 17498
e 97 197 2425
e 97 121 13812
e 197 102 108
e 197 198 110
t # 74
v 0 227
v 1 200
v 2 1231
v 3 536
v 4 1
v 5 125
v 6 18
v 7 48
v 8 17
v 9 122
v 10 415
v 11 3557
v 12 1805
v 13 3864
v 14 63
v 15 52
v 16 971
v 17 134
v 18 208
v 19 654
v 20 3746
v 21 3865
v 22 155
v 23 1984
v 24 180
v 25 501
v 26 3866
v 27 73
v 28 1325
v 29 934
v 30 61
v 31 143
v 32 144
v 33 1743
v 34 619
v 35 3867
v 36 7
v 37 3868
v 38 3869
v 39 1546
v 40 3504
v 41 3870
v 42 3871
v 43 3872
v 44 1071
v 45 3873
v 46 3874
v 47 22
v 48 1386
v 49 924
v 50 320
v 51 1442
v 52 898
v 53 45
v 54 47
v 55 235
v 56 666
v 57 67
v 58 1412
v 59 3875
v 60 3876
v 61 393
v 62 1178
v 63 2315
v 64 612
v 65 3877
v 66 20
v 67 261
v 68 267
v 69 401
v 70 78
v 71 3878
v 72 112
v 73 431
v 74 159
v 75 3879
v 76 198
v 77 214
v 78 3880
v 79 106
v 80 2373
v 81 1746
v 82 2571
v 83 2572
v 84 80
v 85 3881
v 86 223
v 87 835
v 88 1566
v 89 621
v 90 3039
v 91 4
v 92 2779
v 93 831
v 94 3626
v 95 3882
v 96 604
v 97 251
v 98 54
v 99 1441
v 100 114
v 101 3029
v 102 277
v 103 244
v 104 1287
v 105 442
v 106 273
v 107 183
v 108 3883
v 109 44
v 110 454
v 111 120
v 112 2046
v 113 1056
v 114 3032
v 115 15
v 116 193
v 117 11
v 118 110
v 119 851
v 120 877
v 121 3884
v 122 605
v 123 2870
v 124 3710
v 125 264
v 126 1974
v 127 196
v 128 2152
v 129 675
v 130 2219
v 131 3386
v 132 641
v 133 3885
v 134 3886
v 135 975
v 136 3887
v 137 216
v 138 3127
v 139 139
v 140 170
v 141 874
v 142 858
v 143 2073
v 144 3888
v 145 650
v 146 914
v 147 3889
v 148 3890
v 149 136
v 150 1227
v 151 882
v 152 783
v 153 2632
v 154 793
v 155 269
v 156 825
v 157 857
v 158 745
v 159 404
v 160 1648
e 0 1 17499
e 0 2 17500
e 1 3 17501
e 1 4 9978
e 1 5 17502
