t # 0
v 0 0
v 1 1
v 2 2
v 3 3
v 4 4
v 5 5
v 6 6
v 7 7
v 8 8
v 9 9
v 10 10
v 11 11
v 12 12
v 13 13
v 14 14
v 15 15
v 16 16
v 17 17
v 18 18
v 19 19
v 20 20
v 21 21
v 22 22
v 23 23
v 24 24
v 25 25
v 26 26
v 27 27
v 28 28
v 29 29
v 30 30
v 31 31
v 32 32
v 33 33
v 34 34
v 35 35
v 36 36
v 37 37
v 38 38
v 39 39
v 40 40
v 41 41
v 42 42
v 43 43
v 44 44
v 45 45
v 46 46
v 47 47
v 48 48
v 49 49
v 50 50
v 51 51
v 52 52
v 53 53
v 54 54
v 55 55
v 56 56
v 57 57
v 58 58
v 59 59
v 60 60
v 61 61
v 62 62
v 63 63
v 64 64
e 859 409 15398
e 859 447 11444
e 859 447 11445
e 859 532 6381
e 859 532 15399
e 869 655 15400
e 869 415 15401
e 869 415 15402
e 703 415 15403
e 472 23 8379
e 860 870 15404
e 860 871 15405
e 860 872 15406
e 474 507 83
e 474 507 15407
e 873 397 443
e 873 874 2449
e 873 537 2448
e 864 397 15408
e 864 17 3159
e 864 537 3158
e 864 875 15409
e 864 868 15410
e 864 415 15411
e 864 536 3156
e 864 7 15412
e 864 478 15413
e 864 687 3157
e 646 875 15414
e 876 129 15415
e 876 16 5165
e 875 877 15416
e 875 478 15417
e 878 507 15418
e 878 7 15419
e 797 7 15420
e 797 517 15421
e 879 855 15422
e 879 477 15423
e 741 12 15424
e 741 880 15425
e 741 751 15426
e 741 581 15427
e 741 518 15428
e 741 735 3883
e 741 755 15429
e 741 740 15430
e 741 530 15431
e 741 881 15432
e 741 882 7027
e 880 399 15433
e 880 883 15434
e 880 772 15435
e 880 884 15436
e 782 22 15437
e 883 856 15438
e 883 854 15439
e 885 28 15440
e 856 886 15441
e 856 397 15442
e 887 471 15443
e 888 471 15444
e 888 28 15445
e 888 714 15446
e 889 645 15447
e 889 471 15448
e 8 397 3808
e 8 471 15449
e 8 471 15450
e 8 861 15451
e 8 890 15452
e 8 723 15453
e 8 657 15454
e 8 657 15455
e 8 16 15456
e 8 17 15457
e 8 644 15458
e 8 862 15459
e 8 726 15460
e 8 219 15461
e 8 301 15462
e 8 758 15463
e 8 758 15464
e 8 482 15465
e 8 891 15466
e 8 5 51
e 890 892 15467
e 723 423 15468
e 723 418 15469
e 723 893 15470
e 723 672 15471
e 862 765 15472
e 862 578 15473
e 862 17 15474
e 862 505 15475
e 578 765 15476
e 578 6 15477
e 578 5 3027
e 894 397 15478
e 894 895 15479
e 896 723 15480
e 896 6 15481
e 896 655 15482
e 897 615 15483
e 897 7 15484
e 476 615 15485
e 476 478 15486
e 476 471 15487
e 476 17 15488
e 668 16 15489
e 668 23 15490
e 863 61 15491
e 141 16 15492
e 734 741 15493
e 734 898 15494
e 734 899 15495
e 751 507 1764
e 751 857 15496
e 751 477 15497
e 751 739 15498
e 751 730 15499
e 751 586 15500
e 751 409 15501
e 900 12 15502
e 901 507 1747
e 901 403 15503
e 901 733 15504
e 901 5 15505
e 901 704 15506
e 6 80 15507
e 6 80 15508
e 6 393 15509
e 6 22 15510
e 6 758 15511
e 6 477 15512
e 6 465 15513
e 758 401 15514
e 758 17 15515
e 758 28 15516
e 758 655 15517
e 758 498 15518
e 758 129 15519
e 758 7 15520
e 758 7 13413
e 758 581 15521
e 479 902 15522
e 479 601 15523
e 902 903 15524
e 601 609 2187
e 601 418 6937
e 601 746 15525
e 903 80 15526
e 903 874 15527
e 903 537 15528
e 903 904 15529
e 903 397 15530
e 735 905 15531
e 735 906 15532
e 735 12 15533
e 735 477 15534
e 735 10 15535
e 735 907 15536
e 735 908 15537
e 735 521 12880
e 735 8 15538
e 735 657 8963
e 735 758 15539
e 735 909 15540
e 735 16 253
e 735 7 373
e 735 465 1636
e 735 13 15541
e 735 910 15542
e 905 723 15543
e 905 615 15544
e 804 32 3517
e 736 723 15545
e 736 7 2871
e 736 491 15546
e 736 532 15547
e 736 911 15548
e 481 912 7253
e 749 615 2218
e 749 509 15549
e 749 219 15550
e 491 673 13938
e 491 7 15551
e 491 483 1946
e 491 22 15552
e 491 477 15553
e 491 913 15554
e 491 458 15555
e 491 914 15556
e 915 615 15557
e 673 80 2326
e 673 916 15558
e 673 351 15559
e 673 705 2325
e 917 491 15560
e 917 737 15561
e 483 918 15562
e 483 919 1955
e 483 920 15563
e 483 921 15564
e 483 458 15565
e 483 922 15566
e 483 457 15567
e 483 923 1959
e 924 491 15568
e 772 406 15569
e 772 925 15570
e 772 655 15571
e 772 5 15572
e 772 715 15573
e 884 655 15574
e 884 6 15575
e 926 880 15576
e 926 927 15577
e 926 507 2056
e 926 789 15578
e 926 730 15579
e 926 301 15580
e 926 798 15581
e 926 668 15582
e 926 928 15583
e 927 868 15584
e 868 483 2505
e 868 7 15585
e 868 478 15586
e 868 616 15587
e 868 929 15588
e 930 884 15589
e 930 614 15590
e 906 725 15591
e 906 578 15592
e 725 931 15593
e 725 932 15594
e 725 421 15595
e 737 655 15596
e 737 406 15597
e 737 498 15598
e 70 645 15599
e 70 492 15600
e 70 492 15601
e 70 129 15602
e 70 933 15603
e 70 620 15604
e 492 765 15605
e 492 934 15606
e 492 655 15607
e 717 406 15608
e 687 415 15609
e 687 415 15610
e 687 478 1950
e 687 478 1951
e 687 478 15611
e 687 935 15612
e 687 936 15613
e 934 645 15614
e 738 477 15615
e 738 129 15616
e 738 453 15617
e 648 129 15618
e 648 22 15619
e 648 773 15620
e 648 393 15621
e 937 73 15622
e 937 73 15623
e 937 401 15624
e 938 645 15625
e 938 939 15626
e 940 939 15627
e 940 492 15628
e 581 544 15629
e 581 721 15630
e 581 421 15631
e 581 7 15632
e 581 448 9689
e 581 517 15633
e 581 941 15634
e 581 942 15635
e 581 507 15636
e 544 12 15637
e 544 758 15638
e 544 301 15639
e 544 7 15640
e 544 5 15641
e 544 5 15642
e 544 731 15643
e 721 943 15644
e 721 606 15645
e 721 607 15646
e 943 655 15647
e 943 682 15648
e 739 129 15649
e 739 758 15650
e 739 405 15651
e 484 129 15652
e 484 944 15653
e 484 507 15654
e 485 129 15655
e 485 507 15656
e 485 16 15657
e 485 537 15658
e 486 129 15659
e 486 945 15660
e 944 6 15661
e 946 507 647
e 946 32 15662
e 946 174 15663
e 946 947 15664
e 946 948 15665
e 945 730 15666
e 730 949 9561
e 730 950 15667
e 730 7 15668
e 730 729 15669
e 730 397 15670
e 730 581 15671
e 730 907 15672
e 730 715 15673
e 532 772 15674
e 532 423 15675
e 532 518 15676
e 532 448 9333
e 532 465 15677
e 532 301 15678
e 532 536 15679
e 532 933 15680
e 532 805 15681
e 532 542 15682
e 532 941 15683
e 532 537 15684
e 532 7 7723
e 532 24 15685
e 532 410 15686
e 532 507 15687
e 487 507 15688
e 487 951 15689
e 488 655 15690
e 488 12 15691
e 489 9 15692
e 951 952 15693
e 953 507 15694
e 953 7 15695
e 952 477 15696
e 954 655 15697
e 954 7 15698
e 954 532 15699
e 954 29 15700
e 954 891 15701
e 955 488 15702
e 718 955 15703
e 718 14 15704
e 9 956 15705
e 10 655 15706
e 448 957 15707
e 448 7 149
e 448 7 15708
e 448 958 15709
e 448 551 15710
e 448 397 13591
e 448 599 15711
e 448 16 7107
e 448 17 1109
e 448 17 15712
e 448 447 921
e 448 659 15713
e 448 602 15714
e 448 28 15715
e 448 959 15716
e 448 960 15717
e 448 22 15718
e 448 421 15719
e 448 518 15720
e 448 217 15721
e 448 465 15722
e 448 521 15723
e 448 301 15724
e 448 536 15725
e 448 714 15726
e 448 933 15727
e 448 537 15728
e 448 658 15729
e 448 501 15730
e 448 467 15731
e 448 102 1107
e 448 961 15732
e 448 962 15733
e 448 407 4767
e 957 963 15734
e 964 7 15735
e 964 413 15736
e 964 22 12993
e 964 56 15737
e 964 865 15738
e 964 907 15739
e 152 7 15740
e 152 23 15741
e 965 655 15742
e 965 410 15743
e 965 689 15744
e 764 471 15745
e 966 403 15746
e 967 964 15747
e 967 447 15748
e 967 301 15749
e 404 23 1996
e 404 22 15750
e 404 7 15751
e 404 76 15752
e 404 76 15753
e 404 968 15754
e 796 969 15755
e 969 397 15756
e 970 969 15757
e 865 495 15758
e 865 73 15759
e 865 22 15760
e 495 971 15761
e 776 80 15762
e 972 24 15763
e 972 413 15764
e 972 22 15765
e 174 24 15766
e 174 234 15767
e 174 405 15768
e 947 477 15769
e 948 973 15770
e 907 23 15771
e 907 974 11641
e 907 975 15772
e 907 32 15773
e 76 976 15774
e 76 977 15775
e 76 61 8473
e 76 978 15776
e 76 57 15777
e 76 57 15778
e 76 38 15779
e 76 979 15780
e 76 980 15781
e 76 981 15782
e 76 30 2009
e 982 7 15783
e 982 750 15784
e 405 983 15785
e 405 984 15786
e 983 655 15787
e 493 448 15788
e 493 501 15789
e 493 467 15790
e 494 16 15791
e 494 448 15792
e 494 985 15793
e 494 482 15794
e 494 986 15795
e 494 987 15796
e 501 7 15797
e 501 725 15798
e 985 17 13810
e 11 7 15799
e 11 988 15800
e 988 989 15801
e 407 208 15802
e 407 990 15803
e 407 7 15804
e 407 547 15805
e 407 991 15806
e 407 704 15807
e 407 674 1204
e 496 23 10492
e 992 988 15808
e 992 668 15809
e 719 102 15810
e 719 217 15811
e 719 447 15812
e 719 447 15813
e 719 521 15814
e 719 5 15815
e 993 994 15816
e 993 755 15817
e 994 657 15818
e 994 7 15819
e 994 995 15820
e 994 821 15821
e 755 657 524
e 755 397 15822
e 755 397 15823
e 755 703 15824
e 755 858 15825
e 755 547 3205
e 724 5 4565
e 724 7 15826
e 724 507 15827
e 497 29 14026
e 499 16 15828
e 499 657 15829
e 996 397 5314
e 996 497 15830
e 997 397 15831
e 997 998 15832
e 997 421 15833
e 997 413 15834
e 999 994 15835
e 1000 7 15836
e 1000 406 15837
e 13 406 15838
e 13 5 5851
e 13 978 15839
e 13 208 15840
e 13 61 15841
e 13 715 15842
e 13 418 15843
e 13 674 15844
e 13 397 15845
e 13 13 15846
e 13 415 15847
e 13 1001 15848
e 13 703 15849
e 13 780 4942
e 586 421 15850
e 586 13 15851
e 586 782 15852
e 586 1002 15853
e 586 1003 15854
e 950 80 15855
e 950 24 15856
e 789 7 15857
e 789 7 15858
e 789 609 15859
e 500 7 5727
e 500 13 15860
e 500 466 15861
e 500 5 15862
e 729 1004 15863
e 729 674 15864
e 1004 5 15865
e 674 37 15866
e 674 978 15867
e 516 397 15868
e 516 233 15869
e 516 506 15870
e 1005 397 3448
e 1005 24 15871
e 502 598 15872
e 502 413 15873
e 503 720 15874
e 505 7 15875
e 505 22 15876
e 505 17 4719
e 508 1006 15877
e 508 603 15878
e 958 208 15879
e 958 594 15880
e 551 658 15881
e 551 7 15882
e 551 397 15883
e 551 1007 15884
e 551 465 15885
e 551 423 15886
e 658 537 15887
e 658 7 15888
e 658 7 15889
e 658 377 15890
e 1008 658 15891
e 1009 507 15892
e 1009 1010 15893
e 761 397 552
e 761 609 3079
e 761 536 15894
e 761 1011 15895
e 761 507 15896
e 1012 397 14012
e 1012 648 15897
e 511 657 15898
e 511 1013 15899
e 511 822 15900
e 511 511 15901
e 511 1014 15902
e 511 1015 15903
e 825 415 15904
e 1016 397 3832
e 1016 413 15905
e 1016 687 15906
e 1016 875 15907
e 1016 1017 15908
e 1016 521 3120
e 644 1018 15909
e 644 753 15910
e 644 397 15911
e 644 521 15912
e 644 787 15913
e 644 234 15914
e 1018 521 15915
e 753 754 15916
e 753 703 15917
e 521 413 3124
e 521 208 15918
e 521 423 10588
e 521 746 15919
e 521 447 15920
e 521 1019 13250
e 521 29 15921
e 521 7 15922
e 599 38 15923
e 599 958 15924
e 599 208 15925
e 599 423 15926
e 216 28 15927
e 216 397 15928
e 217 229 15929
e 219 16 15930
e 219 216 15931
e 219 216 15932
e 219 7 15933
e 219 208 15934
e 219 447 15935
e 1020 755 15936
e 1020 1021 15937
e 1020 415 15938
e 600 397 4176
e 600 768 15939
e 768 974 3197
e 768 907 15940
e 959 448 15941
e 960 1010 15942
e 1022 448 15943
e 512 415 15944
e 512 415 15945
e 513 421 15946
e 513 518 15947
e 513 518 15948
e 513 447 15949
e 518 958 15950
e 518 208 15951
e 518 447 15952
e 518 7 15953
e 518 609 15954
e 518 219 15955
e 514 397 15956
e 514 581 15957
e 514 858 15958
e 515 397 5946
e 515 7 15959
e 517 397 2713
e 517 397 2712
e 517 508 15960
e 517 1007 15961
e 517 377 2716
e 517 658 15962
e 517 7 2709
e 517 1023 15963
e 517 1024 15964
e 517 673 2711
e 517 1025 15965
e 1026 506 15966
e 1026 1027 15967
e 548 24 15968
e 548 5 15969
e 548 23 15970
e 899 12 15971
e 899 1028 15972
e 899 898 15973
e 899 1029 15974
e 899 582 15975
e 899 7 15976
e 1028 7 15977
e 1028 7 15978
e 1028 1030 15979
e 1028 29 15980
e 566 519 15981
e 566 208 15982
e 566 5 2314
e 566 381 15983
e 566 397 15984
e 566 397 2317
e 566 377 15985
e 520 719 15986
e 520 531 15987
e 531 23 2301
e 1031 507 15988
e 1031 581 15989
e 1007 397 15990
e 1007 465 15991
e 1007 1032 15992
e 743 1007 15993
e 743 941 15994
e 743 397 9657
e 743 1033 15995
e 743 554 15996
e 550 551 15997
e 550 397 15998
e 550 858 10075
e 550 301 15999
e 530 518 16000
e 530 518 16001
e 530 219 16002
e 530 447 2966
e 530 465 7428
e 530 415 16003
e 530 496 16004
e 530 990 16005
e 530 16 9105
e 530 217 16006
e 530 521 16007
e 530 338 16008
e 530 301 13327
e 530 407 6266
e 908 719 16009
e 908 530 16010
e 1034 530 16011
e 700 23 5705
e 522 447 2113
e 522 301 2111
e 523 447 16012
e 523 518 16013
e 524 447 4369
e 524 28 16014
e 1035 523 3170
e 616 1036 16015
e 616 478 16016
e 616 1037 16017
e 616 1037 16018
e 726 975 16019
e 726 7 16020
e 1038 726 16021
e 528 1039 16022
e 529 1040 54
e 618 687 16023
e 941 28 9165
e 941 57 16024
e 941 61 3215
e 941 30 16025
e 941 1041 16026
e 941 537 16027
e 941 864 16028
e 1042 719 16029
e 1042 642 16030
e 1043 496 16031
e 1043 397 16032
e 1043 518 16033
e 909 397 4005
e 909 17 16034
e 534 518 16035
e 1044 865 16036
e 1045 507 16037
e 1045 7 16038
e 1045 30 16039
e 1046 397 3006
e 1046 698 16040
e 698 23 13832
e 1047 907 16041
e 1047 102 16042
e 1047 7 16043
e 1047 7 16044
e 1047 1048 16045
e 547 230 16046
e 547 864 16047
e 547 38 16048
e 547 32 16049
e 1049 219 16050
e 1049 5 16051
e 1049 301 16052
e 1049 7 16053
e 1049 537 16054
e 1049 1011 16055
e 538 448 16056
e 538 1050 16057
e 697 5 16058
e 1050 1051 7535
e 1050 498 16059
e 1050 5 16060
e 1050 1052 16061
e 1051 5 10420
e 1051 29 16062
e 539 301 16063
e 539 933 16064
e 539 29 16065
e 539 714 16066
e 539 1053 16067
e 539 706 16068
e 539 409 16069
e 539 864 16070
e 539 941 16071
e 783 22 13454
e 701 609 16072
e 18 1054 16073
e 1054 301 16074
e 1054 867 16075
e 1054 536 16076
e 1054 410 16077
e 1055 301 16078
e 1055 539 16079
e 1056 706 16080
e 409 537 16081
e 409 666 16082
e 409 536 16083
e 409 16 16084
e 409 449 16085
e 409 941 16086
e 409 301 16087
e 409 301 16088
e 409 301 16089
e 409 7 16090
e 409 5 16091
e 546 448 16092
e 546 409 16093
e 546 941 16094
e 546 666 16095
e 546 301 16096
e 546 547 16097
e 546 38 16098
e 546 7 16099
e 546 23 16100
e 542 536 16101
e 542 941 16102
e 542 1057 16103
e 542 537 2938
e 542 546 16104
e 542 7 16105
e 542 858 16106
e 1057 478 16107
e 1058 941 9186
e 1059 507 16108
e 867 1011 16109
e 867 1060 16110
e 1037 30 16111
e 1037 1061 16112
e 1037 38 16113
e 798 530 16114
e 798 1062 16115
e 798 761 16116
e 1062 1063 16117
e 19 1064 16118
e 19 782 16119
e 1064 61 16120
e 1064 338 16121
e 1064 530 16122
e 1064 29 16123
e 338 23 3227
e 408 16 11695
e 408 13 16124
e 408 536 16125
e 408 1065 16126
e 408 482 16127
e 1065 7 16128
e 1065 740 16129
e 543 609 2365
e 543 423 12926
e 543 1066 16130
e 543 582 5247
e 731 463 16131
e 731 377 16132
e 731 23 16133
e 1067 447 6970
e 1067 377 6971
e 1067 301 16134
e 451 751 16135
e 545 23 3256
e 452 507 16136
e 452 7 16137
e 1068 507 16138
e 1068 301 16139
e 760 761 16140
e 1069 546 16141
e 1069 864 16142
e 1069 1029 16143
e 1069 554 16144
e 1069 858 16145
e 553 547 16146
e 410 532 16147
e 410 24 16148
e 410 507 13308
e 1070 410 16149
e 1052 301 16150
e 968 1071 16151
e 968 21 16152
e 1072 5 16153
e 549 23 5750
e 1073 1051 16154
e 1073 714 16155
e 784 409 16156
e 679 7 16157
e 1074 23 16158
e 1075 410 16159
e 1075 410 16160
e 1075 507 16161
e 1076 69 16162
e 689 5 16163
e 554 397 8224
e 554 1029 16164
e 554 1077 16165
e 554 7 16166
e 555 1078 16167
e 555 645 16168
e 555 566 16169
e 555 385 16170
e 555 7 16171
e 556 5 16172
e 556 482 16173
e 556 891 16174
e 557 1079 16175
e 558 1080 16176
e 35 23 16177
e 1081 3 16178
e 1081 397 177
e 1081 22 5759
e 1082 35 16179
e 1082 413 16180
e 1082 715 16181
e 1082 907 16182
e 1082 672 16183
e 1048 5 16184
e 1048 351 16185
e 1083 7 16186
e 1083 1024 16187
e 1024 32 16188
e 560 23 1579
e 365 152 16189
e 365 23 2440
e 367 365 16190
e 367 23 475
e 367 413 1581
e 1084 7 16191
e 1085 174 16192
e 1086 35 16193
e 1086 1087 16194
e 1087 868 16195
e 1087 29 16196
e 1023 7 10738
e 561 23 2042
e 690 423 16197
e 563 705 16198
e 564 156 16199
e 567 5 2665
e 567 1088 16200
e 567 1089 16201
e 567 559 16202
e 1090 1025 16203
e 1090 5 16204
e 1091 690 16205
e 1091 690 16206
e 1091 7 9209
e 1091 710 16207
e 1092 507 16208
e 1092 507 16209
e 1092 1024 16210
e 1092 7 16211
e 568 507 16212
e 568 1093 16213
e 569 507 16214
e 569 1094 16215
e 570 507 16216
e 570 407 16217
e 571 507 16218
e 571 543 16219
e 572 891 3437
e 572 13 16220
e 572 601 16221
e 1093 7 16222
e 891 351 16223
e 891 752 16224
e 891 7 16225
e 1094 1095 16226
e 1094 891 16227
e 1066 482 16228
e 1066 891 16229
e 582 928 16230
e 582 891 16231
e 582 720 16232
e 582 762 16233
e 582 763 16234
e 582 61 16235
e 582 17 11006
e 928 5 2493
e 928 680 16236
e 742 556 16237
e 742 714 6851
e 742 1096 6850
e 1097 742 16238
e 785 35 16239
e 785 1098 16240
e 1098 805 4276
e 1098 478 6740
e 574 1099 16241
e 574 1100 16242
e 574 1101 16243
e 882 482 16244
e 882 1102 16245
e 882 7 16246
e 882 12 16247
e 882 531 16248
e 882 1103 16249
e 575 1101 16250
e 881 1104 16251
e 881 496 16252
e 1104 482 16253
e 1105 1104 16254
e 1106 12 16255
e 770 609 16256
e 1033 397 16257
e 1033 556 16258
e 1077 891 16259
e 1077 7 16260
e 1107 1091 16261
e 1107 742 16262
e 580 1108 16263
e 1096 156 16264
e 1096 1109 16265
e 1109 5 16266
e 1109 7 16267
e 1110 580 16268
e 1110 16 6586
e 1111 397 16269
e 1111 7 16270
e 1111 858 16271
e 1112 397 3305
e 1112 720 16272
e 1112 35 16273
e 942 156 16274
e 942 7 10566
e 720 1113 16275
e 762 503 16276
e 762 5 16277
e 762 720 16278
e 762 763 16279
e 762 1114 16280
e 762 381 16281
e 995 503 16282
e 821 381 16283
e 763 1115 16284
e 763 1116 16285
e 1117 710 9761
e 1117 1118 16286
e 1118 1119 16287
e 1118 503 16288
e 1119 806 16289
e 806 61 5839
e 806 478 16290
e 583 30 16291
e 583 720 16292
e 583 5 16293
e 584 61 16294
e 584 720 16295
e 584 5 16296
e 711 606 16297
e 1120 607 2678
e 1121 582 16298
e 585 5 16299
e 585 397 16300
e 1122 555 16301
e 1122 521 16302
e 1122 750 16303
e 1122 5 16304
e 1123 1124 16305
e 1123 7 16306
e 1124 708 16307
e 1124 537 16308
e 910 903 16309
e 910 683 16310
e 910 1125 16311
e 587 1094 16312
e 587 1126 16313
e 588 1003 16314
e 589 668 16315
e 589 991 16316
e 1126 543 10292
e 1127 532 16317
e 1127 1024 16318
e 1128 555 16319
e 1128 1129 16320
e 1128 1130 16321
e 1129 555 16322
e 1129 1131 16323
e 1132 555 16324
e 1132 7 16325
e 1133 7 16326
e 1133 705 16327
e 1134 911 16328
e 591 914 16329
e 914 5 10800
e 1135 962 16330
e 1136 962 16331
e 1137 397 16332
e 1137 1082 16333
e 1138 507 16334
e 1138 1024 16335
e 411 804 10781
e 411 1139 10782
t # 71
v 0 121
v 1 9
v 2 21
v 3 42
v 4 6
v 5 4435
v 6 32
v 7 20
v 8 1819
v 9 208
v 10 817
v 11 4436
v 12 4437
v 13 1821
v 14 1822
v 15 1823
v 16 1824
v 17 611
v 18 648
v 19 1825
v 20 1826
v 21 1827
v 22 139
v 23 470
v 24 445
v 25 74
v 26 4438
v 27 123
v 28 18
v 29 1
v 30 65
v 31 1692
v 32 1835
v 33 1836
v 34 7
v 35 201
v 36 1837
v 37 24
v 38 151
v 39 297
v 40 27
v 41 889
v 42 1059
v 43 22
v 44 1838
v 45 253
v 46 1841
v 47 507
v 48 107
v 49 1431
v 50 1842
v 51 1039
v 52 1843
v 53 1012
v 54 1844
v 55 1845
v 56 1846
v 57 288
v 58 567
v 59 462
e 0 1 177
e 0 2 11508
e 0 3 179
e 1 4 37
e 2 1 738
e 2 5 16336
e 2 6 5062
e 2 7 16337
e 2 8 16338
e 3 9 779
e 4 10 1504
e 4 11 16339
e 4 12 16340
e 4 13 5184
e 4 14 5185
e 4 15 5186
e 4 16 5187
e 4 17 5188
e 4 18 5189
e 4 19 5190
e 4 20 5191
e 4 21 5192
e 5 22 16341
e 5 1 16342
e 23 5 16343
e 9 24 802
e 9 25 1840
e 9 25 804
e 9 26 16344
e 8 27 5183
e 27 4 331
e 28 29 18
e 28 30 5200
e 30 31 5201
e 30 32 5202
e 31 33 5203
e 32 34 5204
e 35 33 5205
e 35 7 3975
e 36 32 5206
e 37 38 5207
e 37 39 5208
e 37 40 34
e 39 38 5209
e 39 41 5210
e 39 42 5211
e 41 38 5213
e 41 43 5214
e 41 6 5215
e 43 44 5216
e 43 45 5217
e 44 6 5220
e 44 46 5221
e 45 6 5222
e 45 47 5223
e 45 48 5224
e 46 49 5225
e 47 6 5226
e 47 50 5227
e 48 51 4758
e 50 52 5228
e 52 53 5229
e 52 54 5230
e 51 6 4760
e 51 55 5231
e 55 6 5232
e 56 51 5233
e 57 1 476
e 57 58 1585
e 58 4 2042
e 58 59 5235
e 59 4 855
t # 72
v 0 1712
v 1 264
v 2 110
v 3 947
v 4 4
v 5 4439
v 6 2210
v 7 1317
v 8 576
v 9 904
v 10 22
v 11 462
v 12 4440
v 13 1198
v 14 2168
v 15 249
v 16 3862
v 17 556
v 18 547
v 19 2854
v 20 4223
v 21 84
v 22 1194
v 23 208
v 24 28
v 25 4441
v 26 2234
v 27 1433
v 28 2050
v 29 2377
v 30 2425
v 31 383
v 32 3680
v 33 2435
v 34 579
v 35 4442
v 36 4443
v 37 1016
v 38 6
v 39 638
v 40 4444
v 41 4445
v 42 617
v 43 74
v 44 952
v 45 955
v 46 54
v 47 533
v 48 77
v 49 961
v 50 445
v 51 962
v 52 286
v 53 1021
v 54 285
v 55 137
v 56 1694
v 57 458
v 58 2664
v 59 1952
v 60 10
v 61 3845
v 62 960
v 63 1971
v 64 2655
v 65 4446
v 66 2929
v 67 1970
v 68 1413
v 69 2667
v 70 3998
v 71 4447
v 72 2668
v 73 29
v 74 4448
v 75 3997
v 76 1953
v 77 964
v 78 2452
v 79 1578
v 80 602
v 81 431
v 82 1023
v 83 19
v 84 1185
v 85 588
v 86 220
v 87 4004
v 88 214
v 89 4005
v 90 1080
v 91 4006
v 92 282
v 93 4007
v 94 4008
v 95 4009
v 96 3283
v 97 1870
v 98 827
v 99 661
v 100 846
v 101 494
v 102 4449
v 103 4450
v 104 647
v 105 648
v 106 649
v 107 4167
v 108 756
v 109 4451
v 110 4452
v 111 4453
v 112 765
v 113 488
v 114 4454
v 115 542
v 116 4455
v 117 4456
v 118 4457
v 119 3712
v 120 4186
v 121 3725
v 122 767
v 123 878
v 124 2794
v 125 3726
v 126 654
v 127 315
v 128 4458
v 129 4459
v 130 3807
v 131 293
v 132 3808
v 133 3688
v 134 3809
v 135 2906
v 136 645
v 137 4460
v 138 796
v 139 4461
v 140 1046
v 141 4462
v 142 4463
v 143 4464
v 144 4465
v 145 671
v 146 4466
v 147 4467
v 148 4468
v 149 4469
v 150 3275
v 151 4470
v 152 4471
v 153 4472
v 154 4473
v 155 4474
v 156 4475
v 157 4476
v 158 4477
v 159 626
v 160 4478
v 161 4479
v 162 4480
v 163 4481
v 164 4482
v 165 4483
v 166 660
v 167 4484
v 168 4485
v 169 4486
v 170 2211
v 171 4487
v 172 763
v 173 651
v 174 652
v 175 4488
v 176 493
v 177 4489
v 178 4490
v 179 4491
v 180 546
v 181 4492
v 182 4493
v 183 4494
v 184 4495
v 185 668
v 186 4496
v 187 667
v 188 1914
v 189 4497
v 190 3790
v 191 4498
v 192 13
v 193 4499
v 194 217
v 195 1310
v 196 1528
v 197 4500
v 198 3753
v 199 4501
v 200 1392
v 201 4502
v 202 2359
v 203 4503
v 204 4504
v 205 4505
v 206 4506
v 207 4507
v 208 837
v 209 685
v 210 1526
v 211 4508
v 212 4509
v 213 4510
v 214 4511
v 215 1490
v 216 1852
v 217 218
v 218 4512
v 219 1406
v 220 773
v 221 4513
v 222 4514
v 223 642
v 224 2144
v 225 737
v 226 830
v 227 4515
v 228 4516
v 229 4517
v 230 4208
v 231 4518
v 232 4519
v 233 4520
v 234 800
v 235 4185
v 236 3310
v 237 4521
v 238 284
v 239 4522
v 240 4523
v 241 1913
v 242 45
v 243 4524
v 244 170
v 245 4525
v 246 1925
v 247 4526
v 248 3273
v 249 4527
v 250 4528
v 251 4529
v 252 3408
v 253 4530
v 254 4531
v 255 4055
v 256 4532
v 257 4533
v 258 3246
v 259 4534
v 260 3699
v 261 4535
v 262 4536
v 263 4076
v 264 3263
v 265 4537
v 266 4538
v 267 4539
v 268 4540
v 269 4541
v 270 4542
v 271 4543
v 272 4544
v 273 4545
v 274 2639
v 275 4546
v 276 1393
v 277 4547
v 278 3842
v 279 4548
v 280 4549
v 281 4154
v 282 4550
v 283 4551
v 284 4552
v 285 3313
v 286 4553
v 287 4554
v 288 219
v 289 611
v 290 4555
v 291 4556
v 292 3710
v 293 4557
v 294 538
v 295 4558
v 296 4559
v 297 4560
v 298 4561
v 299 4562
v 300 4563
v 301 4564
v 302 335
v 303 4565
v 304 4566
v 305 4567
v 306 1184
v 307 4568
v 308 4569
v 309 573
v 310 1442
v 311 4570
v 312 475
v 313 1113
v 314 4571
v 315 4077
v 316 4142
v 317 4143
v 318 4078
v 319 4572
v 320 4573
v 321 4574
v 322 583
v 323 787
v 324 4575
v 325 4576
v 326 4577
v 327 4578
v 328 4579
v 329 4580
v 330 4581
v 331 435
v 332 4059
v 333 4060
v 334 26
v 335 3716
v 336 4582
v 337 4583
v 338 4584
v 339 4585
v 340 3713
v 341 4586
v 342 4033
v 343 4587
v 344 4588
v 345 4589
v 346 759
v 347 4590
v 348 4591
v 349 1752
v 350 2431
v 351 4592
v 352 4016
v 353 4593
v 354 1762
v 355 4594
v 356 437
v 357 3289
v 358 4595
v 359 197
v 360 4596
v 361 4597
v 362 4598
v 363 4137
v 364 2005
v 365 4599
v 366 646
v 367 4600
